event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date
209,BellSouth Classic,"Mar 31 - April 3, 2005",5000000," Duluth, GA",7311.0,72.0,TPC Sugarloaf,2005-03-31,2005-04-03
210,Masters Tournament,"April 7 - 10, 2005",7000000," Augusta, GA",,72.0,Augusta National Golf Club,2005-04-07,2005-04-10
211,MCI Heritage,"April 14 - 17, 2005",5200000," Hilton Head Island, SC",,71.0,Harbour Town Golf Links,2005-04-14,2005-04-17
212,Chrysler Classic of Greensboro,"Sep 29 - October 2, 2005",5000000," Greensboro, NC",7311.0,72.0,Forest Oaks,2005-09-29,2005-10-02
213,Shell Houston Open,"April 21 - 24, 2005",5000000," Houston, TX",7508.0,72.0,Golf Club of Houston,2005-04-21,2005-04-24
214,EDS Byron Nelson Championship,"May 12 - 15, 2005",6200000,,6847.0,70.0,,2005-05-12,2005-05-15
215,Bank of America Colonial,"May 19 - 22, 2005",5600000," Fort Worth, TX",,70.0,Colonial Country Club,2005-05-19,2005-05-22
216,Booz Allen Classic,"June 9 - 12, 2005",5000000," Bethesda, MD",,71.0,Congressional Country Club,2005-06-09,2005-06-12
217,the Memorial Tournament,"June 2 - 5, 2005",5500000," Dublin, OH",,72.0,Muirfield Village Golf Club,2005-06-02,2005-06-05
218,Barclays Classic,"June 23 - 26, 2005",5750000," Harrison, NY",6839.0,71.0,Westchester CC,2005-06-23,2005-06-26
219,U.S. Open Championship,"June 16 - 19, 2005",6250000," Old Westbury, NY",7214.0,70.0,Glen Oaks Club,2005-06-16,2005-06-19
220,FedEx St. Jude Classic,"May 26 - 29, 2005",4900000," Memphis, TN",,70.0,TPC Southwind,2005-05-26,2005-05-29
221,Buick Championship,"August 25 - 28, 2005",4300000," Cromwell, CT",,70.0,TPC River Highlands,2005-08-25,2005-08-28
222,Cialis Western Open,"Jun 30 - July 3, 2005",5000000," Lemont, IL",,71.0,Cog Hill G&CC,2005-06-30,2005-07-03
223,British Open Championship,"July 14 - 17, 2005",6754555," St. Andrews, Scotland",7279.0,72.0,St Andrews Links (Old Course),2005-07-14,2005-07-17
224,Southern Farm Bureau Classic,"November 3 - 6, 2005",3000000," Madison, MS",,72.0,Annandale GC,2005-11-03,2005-11-06
225,Buick Open,"July 28 - 31, 2005",4600000," Grand Blanc, MI",,72.0,Warwick Hills Golf & Country Club,2005-07-28,2005-07-31
226,PGA Championship,"August 11 - 14, 2005",6250000," Springfield, NJ",7392.0,70.0,Baltusrol GC,2005-08-11,2005-08-14
227,The INTERNATIONAL,"August 4 - 7, 2005",5000000," Castle Rock, CO",7619.0,72.0,Castle Pines,2005-08-04,2005-08-07
228,WGC-NEC Invitational,"August 18 - 21, 2005",7500000," Akron, OH",,70.0,Firestone CC (South Course),2005-08-18,2005-08-21
229,U.S. Bank Championship in Milwaukee,"July 21 - 24, 2005",3800000," Milwaukee, WI",,70.0,Brown Deer Park GC,2005-07-21,2005-07-24
230,Bell Canadian Open,"September 8 - 11, 2005",5000000," Vancouver, BC",7010.0,70.0,Shaughnessy G&CC,2005-09-08,2005-09-11
231,John Deere Classic,"July 7 - 10, 2005",4000000," Silvis, IL",,71.0,TPC Deere Run,2005-07-07,2005-07-10
232,The Presidents Cup,"September 22 - 25, 2005",,,,,,2005-09-22,2005-09-25
233,B.C. Open,"July 14 - 17, 2005",3000000," Endicott, NY",6974.0,72.0,En Joie GC,2005-07-14,2005-07-17
234,Michelin Championship at Las Vegas,"October 13 - 16, 2005",4000000,,7063.0,71.0,,2005-10-13,2005-10-16
235,Valero Texas Open,"September 22 - 25, 2005",3500000," San Antonio, TX",,70.0,LaCantera GC,2005-09-22,2005-09-25
236,FUNAI Classic at the WALT DISNEY WORLD Resort,"October 20 - 23, 2005",4400000,,,72.0,,2005-10-20,2005-10-23
237,THE TOUR Championship presented by Coca-Cola,"November 3 - 6, 2005",6500000," Atlanta, GA",,70.0,East Lake Golf Club,2005-11-03,2005-11-06
238,84 LUMBER Classic,"September 15 - 18, 2005",4400000," Farmington, PA",7516.0,72.0,Nemacolin Mystic Rock Course,2005-09-15,2005-09-18
239,Chrysler Championship,"October 27 - 30, 2005",5300000," Palm Harbor, FL",,71.0,Innisbrook Resort (Copperhead Course),2005-10-27,2005-10-30
240,WGC-Accenture Match Play Championship,"February 23 - 27, 2005",7500000," Carlsbad, CA",7247.0,72.0,La Costa South Course,2005-02-23,2005-02-27
241,Reno-Tahoe Open,"August 18 - 21, 2005",3000000," Reno, NV",,72.0,Montreux G&CC,2005-08-18,2005-08-21
242,WGC-American Express Championship,"October 6 - 9, 2005",7500000," San Francisco, CA",,70.0,TPC Harding Park,2005-10-06,2005-10-09
243,Wachovia Championship,"May 5 - 8, 2005",6000000," Charlotte, NC",,72.0,Quail Hollow Club,2005-05-05,2005-05-08
244,Deutsche Bank Championship,"September 2 - 5, 2005",5500000," Norton, MA",,71.0,TPC Boston,2005-09-02,2005-09-05
245,WGC-World Cup,"November 18 - 21, 2004",4000000, Sevilla,7134.0,72.0,Real Club de Golf de Sevilla,2004-11-18,2004-11-21
248,Mercedes Championships,"January 5 - 8, 2006",5400000," Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2006-01-05,2006-01-08
249,Chrysler Classic of Tucson,"February 23 - 26, 2006",3000000," Tucson, AZ",7213.0,72.0,Omni Tucson National Golf Resort and Spa,2006-02-23,2006-02-26
250,Bob Hope Chrysler Classic,"January 18 - 22, 2006",5000000,,7060.0,72.0,,2006-01-18,2006-01-22
251,FBR Open,"February 2 - 5, 2006",5200000," Scottsdale, AZ",,71.0,TPC Scottsdale (Stadium Course),2006-02-02,2006-02-05
252,AT&T Pebble Beach National Pro-Am,"February 9 - 12, 2006",5400000,,6822.0,72.0,,2006-02-09,2006-02-12
253,Buick Invitational,"January 26 - 29, 2006",5100000,,,72.0,,2006-01-26,2006-01-29
254,Sony Open in Hawaii,"January 12 - 15, 2006",5100000," Honolulu, HI",7044.0,70.0,Waialae Country Club,2006-01-12,2006-01-15
255,Nissan Open,"February 16 - 19, 2006",5100000," Pacific Palisades, CA",,71.0,Riviera Country Club,2006-02-16,2006-02-19
256,Ford Championship at Doral,"March 2 - 5, 2006",5500000," Doral, FL",,72.0,Trump National Doral Golf Course,2006-03-02,2006-03-05
257,The Honda Classic,"March 9 - 12, 2006",5500000," Palm Beach Gardens, FL",7416.0,72.0,The Country Club at Mirasol Sunrise,2006-03-09,2006-03-12
258,Bay Hill Invitational Presented by MasterCard,"March 16 - 19, 2006",5500000," Orlando, FL",,72.0,Arnold Palmer's Bay Hill Club & Lodge,2006-03-16,2006-03-19
259,THE PLAYERS Championship,"March 23 - 26, 2006",8000000," Ponte Vedra Beach, FL",,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2006-03-23,2006-03-26
260,BellSouth Classic,"Mar 30 - April 2, 2006",5300000," Duluth, GA",7311.0,72.0,TPC Sugarloaf,2006-03-30,2006-04-02
261,Masters Tournament,"April 6 - 9, 2006",7000000," Augusta, GA",,72.0,Augusta National Golf Club,2006-04-06,2006-04-09
262,Verizon Heritage,"April 13 - 16, 2006",5300000," Hilton Head Island, SC",,71.0,Harbour Town Golf Links,2006-04-13,2006-04-16
263,Shell Houston Open,"April 20 - 23, 2006",5500000," Houston, TX",,72.0,Golf Club of Houston,2006-04-20,2006-04-23
264,EDS Byron Nelson Championship,"May 11 - 14, 2006",6200000,,6847.0,70.0,,2006-05-11,2006-05-14
265,Bank of America Colonial,"May 18 - 21, 2006",6000000,,7022.0,70.0,,2006-05-18,2006-05-21
266,Booz Allen Classic,"June 22 - 25, 2006",5000000," Potomac, MD",7005.0,71.0,TPC Potomac at Avenel Farm,2006-06-22,2006-06-25
267,the Memorial Tournament,"June 1 - 4, 2006",5750000," Dublin, OH",,72.0,Muirfield Village Golf Club,2006-06-01,2006-06-04
268,Barclays Classic,"June 8 - 11, 2006",5750000," Harrison, NY",6839.0,71.0,Westchester CC,2006-06-08,2006-06-11
269,U.S. Open Championship,"June 15 - 18, 2006",6250000," Mamaroneck, NY",7264.0,70.0,Winged Foot GC,2006-06-15,2006-06-18
270,FedEx St. Jude Classic,"May 25 - 28, 2006",5200000," Memphis, TN",,70.0,TPC Southwind,2006-05-25,2006-05-28
271,Buick Championship,"Jun 29 - July 2, 2006",4400000," Cromwell, CT",,70.0,TPC River Highlands,2006-06-29,2006-07-02
272,Cialis Western Open,"July 6 - 9, 2006",5000000," Lemont, IL",,71.0,Cog Hill G&CC,2006-07-06,2006-07-09
273,Buick Open,"August 3 - 6, 2006",4800000," Grand Blanc, MI",,72.0,Warwick Hills Golf & Country Club,2006-08-03,2006-08-06
274,PGA Championship,"August 17 - 20, 2006",6500000," Medinah, IL",7561.0,72.0,Medinah CC,2006-08-17,2006-08-20
275,The INTERNATIONAL,"August 10 - 13, 2006",5500000," Castle Rock, CO",7619.0,72.0,Castle Pines,2006-08-10,2006-08-13
276,U.S. Bank Championship in Milwaukee,"July 27 - 30, 2006",4000000," Milwaukee, WI",,70.0,Brown Deer Park GC,2006-07-27,2006-07-30
278,John Deere Classic,"July 13 - 16, 2006",4000000," Silvis, IL",,71.0,TPC Deere Run,2006-07-13,2006-07-16
279,B.C. Open presented by Turning Stone Resort,"July 20 - 23, 2006",3000000," Verona, NY",,72.0,Atunyote Golf Club,2006-07-20,2006-07-23
280,World Golf Championships-Accenture Match Play Cham,"February 22 - 26, 2006",7500000," Carlsbad, CA",7247.0,72.0,La Costa South Course,2006-02-22,2006-02-26
281,Reno-Tahoe Open,"August 24 - 27, 2006",3000000," Reno, NV",,72.0,Montreux G&CC,2006-08-24,2006-08-27
282,Wachovia Championship,"May 4 - 7, 2006",6300000," Charlotte, NC",,72.0,Quail Hollow Club,2006-05-04,2006-05-07
283,Deutsche Bank Championship,"September 1 - 4, 2006",5500000," Norton, MA",,71.0,TPC Boston,2006-09-01,2006-09-04
284,Chrysler Classic of Greensboro,"October 5 - 8, 2006",5000000," Greensboro, NC",7311.0,72.0,Forest Oaks,2006-10-05,2006-10-08
285,Southern Farm Bureau Classic,"Sep 28 - October 1, 2006",3000000," Madison, MS",,72.0,Annandale GC,2006-09-28,2006-10-01
286,Frys.com Open,"October 12 - 15, 2006",4000000,,7063.0,71.0,,2006-10-12,2006-10-15
287,Valero Texas Open,"September 21 - 24, 2006",4000000," San Antonio, TX",,70.0,LaCantera GC,2006-09-21,2006-09-24
288,FUNAI Classic at the WALT DISNEY WORLD Resort,"October 19 - 22, 2006",4600000,,,72.0,,2006-10-19,2006-10-22
289,THE TOUR Championship presented by Coca-Cola,"November 2 - 5, 2006",6500000," Atlanta, GA",,70.0,East Lake Golf Club,2006-11-02,2006-11-05
290,84 LUMBER Classic,"September 14 - 17, 2006",4600000," Farmington, PA",7516.0,72.0,Nemacolin Mystic Rock Course,2006-09-14,2006-09-17
291,Chrysler Championship,"October 26 - 29, 2006",5300000," Palm Harbor, FL",,71.0,Innisbrook Resort (Copperhead Course),2006-10-26,2006-10-29
292,Ryder Cup,"September 22 - 24, 2006",, Kildare,7337.0,72.0,Kildare G&CC,2006-09-22,2006-09-24
293,World Golf Championships-American Express Champion,"Sep 28 - October 1, 2006",7500000," Hertfordshire, England",7152.0,71.0,The Grove at England,2006-09-28,2006-10-01
294,Zurich Classic of New Orleans,"April 27 - 30, 2006",6000000," New Orleans, LA",7078.0,72.0,English Turn,2006-04-27,2006-04-30
295,British Open Championship,"July 20 - 23, 2006",6750000, Hoylake,7258.0,72.0,Royal Liverpool GC,2006-07-20,2006-07-23
296,World Golf Championships-Bridgestone Invitational,"August 24 - 27, 2006",7500000," Akron, OH",,70.0,Firestone CC (South Course),2006-08-24,2006-08-27
297,Mercedes-Benz Championship,"January 4 - 7, 2007",5500000," Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2007-01-04,2007-01-07
298,Bob Hope Chrysler Classic,"January 17 - 21, 2007",5000000,,6958.0,72.0,,2007-01-17,2007-01-21
299,FBR Open,"February 1 - 4, 2007",6000000," Scottsdale, AZ",,71.0,TPC Scottsdale (Stadium Course),2007-02-01,2007-02-04
300,AT&T Pebble Beach National Pro-Am,"February 8 - 11, 2007",5500000,,6822.0,72.0,,2007-02-08,2007-02-11
301,Buick Invitational,"January 25 - 28, 2007",5200000,,,72.0,,2007-01-25,2007-01-28
302,Sony Open in Hawaii,"January 11 - 14, 2007",5200000," Honolulu, HI",7044.0,70.0,Waialae Country Club,2007-01-11,2007-01-14
303,Nissan Open,"February 15 - 18, 2007",5200000," Pacific Palisades, CA",,71.0,Riviera Country Club,2007-02-15,2007-02-18
304,The Honda Classic,"March 1 - 4, 2007",5500000," Palm Beach Gardens, FL",,70.0,PGA National Resort & Spa (The Champion),2007-03-01,2007-03-04
305,Arnold Palmer Invitational presented by MasterCard,"March 15 - 18, 2007",5500000," Orlando, FL",,70.0,Arnold Palmer's Bay Hill Club & Lodge,2007-03-15,2007-03-18
306,Zurich Classic of New Orleans,"April 19 - 22, 2007",6100000," Avondale, LA",,72.0,TPC Louisiana,2007-04-19,2007-04-22
307,THE PLAYERS Championship,"May 10 - 13, 2007",9000000," Ponte Vedra Beach, FL",,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2007-05-10,2007-05-13
308,AT&T Classic,"May 17 - 20, 2007",5400000," Duluth, GA",7311.0,72.0,TPC Sugarloaf,2007-05-17,2007-05-20
309,Masters Tournament,"April 5 - 8, 2007",7000000," Augusta, GA",,72.0,Augusta National Golf Club,2007-04-05,2007-04-08
310,Verizon Heritage,"April 12 - 15, 2007",5400000," Hilton Head Island, SC",,71.0,Harbour Town Golf Links,2007-04-12,2007-04-15
311,Shell Houston Open,"Mar 29 - April 1, 2007",5500000," Houston, TX",,72.0,Golf Club of Houston,2007-03-29,2007-04-01
312,EDS Byron Nelson Championship,"April 26 - 29, 2007",6300000,,6847.0,70.0,,2007-04-26,2007-04-29
313,Crowne Plaza Invitational at Colonial,"May 24 - 27, 2007",6000000," Fort Worth, TX",,70.0,Colonial Country Club,2007-05-24,2007-05-27
314,the Memorial Tournament presented by Morgan Stanle,"May 31 - June 3, 2007",6000000,,7244.0,70.0,,2007-05-31,2007-06-03
315,The Barclays,"August 23 - 26, 2007",7000000," Harrison, NY",6839.0,71.0,Westchester CC,2007-08-23,2007-08-26
316,U.S. Open Championship,"June 14 - 17, 2007",7000000," Oakmont, PA",7355.0,70.0,Oakmont Country Club,2007-06-14,2007-06-17
317,Stanford St. Jude Championship,"June 7 - 10, 2007",6000000,,7034.0,71.0,,2007-06-07,2007-06-10
318,Travelers Championship,"June 21 - 24, 2007",6000000," Cromwell, CT",,70.0,TPC River Highlands,2007-06-21,2007-06-24
319,BMW Championship,"September 6 - 9, 2007",7000000," Lemont, IL",,71.0,Cog Hill G&CC,2007-09-06,2007-09-09
320,British Open Championship,"July 19 - 22, 2007",8637720,,7421.0,71.0,,2007-07-19,2007-07-22
321,Buick Open,"Jun 28 - July 1, 2007",4900000," Grand Blanc, MI",,72.0,Warwick Hills Golf & Country Club,2007-06-28,2007-07-01
322,PGA Championship,"August 9 - 12, 2007",7000000," Tulsa, OK",7131.0,70.0,Southern Hills Country Club,2007-08-09,2007-08-12
324,World Golf Championships-Bridgestone Invitational,"August 2 - 5, 2007",8000000," Akron, OH",,70.0,Firestone CC (South Course),2007-08-02,2007-08-05
325,U.S. Bank Championship in Milwaukee,"July 19 - 22, 2007",4000000," Milwaukee, WI",,70.0,Brown Deer Park GC,2007-07-19,2007-07-22
326,Canadian Open presented by Franklin Templeton Inve,"July 26 - 29, 2007",5000000, Markham,7320.0,71.0,Angus Glen,2007-07-26,2007-07-29
327,John Deere Classic,"July 12 - 15, 2007",4100000," Silvis, IL",,71.0,TPC Deere Run,2007-07-12,2007-07-15
328,Frys.com Open benefiting Shriners Hospitals for Ch,"October 11 - 14, 2007",4000000,,7063.0,71.0,,2007-10-11,2007-10-14
329,Valero Texas Open,"October 4 - 7, 2007",4500000," San Antonio, TX",,70.0,LaCantera GC,2007-10-04,2007-10-07
330,THE TOUR Championship presented by Coca-Cola,"September 13 - 16, 2007",7000000," Atlanta, GA",,70.0,East Lake Golf Club,2007-09-13,2007-09-16
331,World Golf Championships-Accenture Match Play Cham,"February 21 - 25, 2007",8000000," Marana, AZ",,,The Golf Club at Dove Mountain,2007-02-21,2007-02-25
332,Reno-Tahoe Open,"August 2 - 5, 2007",3000000," Reno, NV",,72.0,Montreux G&CC,2007-08-02,2007-08-05
333,Wachovia Championship,"May 3 - 6, 2007",6300000," Charlotte, NC",,72.0,Quail Hollow Club,2007-05-03,2007-05-06
334,Deutsche Bank Championship,"Aug 31 - September 3, 2007",7000000," Norton, MA",,71.0,TPC Boston,2007-08-31,2007-09-03
335,Mayakoba Golf Classic at Riviera Maya-Cancun,"February 22 - 25, 2007",3500000," Quintana Roo, Mexico",,70.0,El Camaleón Golf Course at Mayakoba,2007-02-22,2007-02-25
336,Turning Stone Resort Championship,"September 20 - 23, 2007",6000000," Verona, NY",,72.0,Atunyote Golf Club,2007-09-20,2007-09-23
337,Fry's Electronics Open,"October 18 - 21, 2007",5000000," Scottsdale, AZ",,70.0,Grayhawk Golf Club Raptor,2007-10-18,2007-10-21
339,Wyndham Championship,"August 16 - 19, 2007",5000000," Greensboro, NC",7311.0,72.0,Forest Oaks,2007-08-16,2007-08-19
340,Viking Classic,"September 27 - 30, 2007",3500000," Madison, MS",,72.0,Annandale GC,2007-09-27,2007-09-30
341,The Presidents Cup,"September 27 - 30, 2007",," Montreal, PQ",7153.0,70.0,The Royal Montreal Golf Club,2007-09-27,2007-09-30
342,Children's Miracle Network Classic presented by Wa,"November 1 - 4, 2007",4600000,,,72.0,,2007-11-01,2007-11-04
343,PODS Championship,"March 8 - 11, 2007",5300000," Palm Harbor, FL",,71.0,Innisbrook Resort (Copperhead Course),2007-03-08,2007-03-11
344,World Golf Championships-CA Championship,"March 22 - 25, 2007",8000000," Doral, FL",,72.0,Trump National Doral Golf Course,2007-03-22,2007-03-25
345,WGC-World Cup,"December 7 - 10, 2006",4000000," Valdosta, GA",7173.0,72.0,Sandy Lane Resort & Country Club,2006-12-07,2006-12-10
346,AT&T National,"July 5 - 8, 2007",6000000," Bethesda, MD",,70.0,Congressional Country Club,2007-07-05,2007-07-08
347,MasterCard Championship at Hualalai,"January 19 - 21, 2007",1700000," Kailua Kona, HI",7053.0,72.0,Hualalai Resort Golf Club,2007-01-19,2007-01-21
348,Movistar Panama Championship,"January 25 - 28, 2007",550000," Panama City, Panama",6937.0,70.0,Panama GC,2007-01-25,2007-01-28
349,Turtle Bay Championship,"January 26 - 28, 2007",1600000," Kahuku, HI",7044.0,72.0,Palmer Course at Turtle Bay Resort,2007-01-26,2007-01-28
350,Allianz Championship,"February 9 - 11, 2007",1600000," Boca Raton, FL",6906.0,72.0,The Old Course at Broken Sound Club,2007-02-09,2007-02-11
351,Jacob's Creek Open Championship,"February 15 - 18, 2007",600000," Adelaide, Australia",7110.0,72.0,Kooyonga Golf Club,2007-02-15,2007-02-18
352,Outback Steakhouse Pro-Am,"February 16 - 18, 2007",1600000,TPC of Tampa Bay,6811.0,71.0,,2007-02-16,2007-02-18
353,HSBC New Zealand PGA Championship,"February 22 - 25, 2007",600000," Clearwater, FL",7122.0,72.0,Clearwater GC,2007-02-22,2007-02-25
354,The ACE Group Classic,"February 23 - 25, 2007",1600000,Quail West Golf Club,6841.0,72.0,,2007-02-23,2007-02-25
355,Toshiba Classic,"March 9 - 11, 2007",1650000," Newport Beach, CA",6571.0,71.0,Newport Beach Country Club,2007-03-09,2007-03-11
356,AT&T Champions Classic,"March 16 - 18, 2007",1600000," Valencia, CA",6940.0,72.0,Valencia Country Club,2007-03-16,2007-03-18
357,Chitimacha Louisiana Open,"March 22 - 25, 2007",500000,,7004.0,72.0,,2007-03-22,2007-03-25
358,Livermore Valley Wine Country Championship,"Mar 29 - April 1, 2007",625000," Livermore, CA",6934.0,72.0,The Course at Wente Vineyards,2007-03-29,2007-04-01
359,Ginn Championship at Hammock Beach,"Mar 30 - April 1, 2007",2500000,,7746.0,72.0,,2007-03-30,2007-04-01
360,South Georgia Classic,"April 12 - 15, 2007",600000," Valdosta, GA",7781.0,72.0,Kinderlou Forest Golf Club,2007-04-12,2007-04-15
361,Athens Regional Foundation Classic,"April 19 - 22, 2007",500000," Athens, GA",6924.0,72.0,Jennings Mill Country Club,2007-04-19,2007-04-22
362,Liberty Mutual Legends of Golf,"April 20 - 22, 2007",2500000," Savannah, GA",7087.0,72.0,Savannah Harbor Golf Resort,2007-04-20,2007-04-22
363,Henrico County Open,"April 26 - 29, 2007",500000,The Dominion Club,7166.0,72.0,,2007-04-26,2007-04-29
364,Fort Smith Classic,"May 3 - 6, 2007",525000,Hardscrabble Country Club,6783.0,70.0,,2007-05-03,2007-05-06
365,FedEx Kinko's Classic,"May 4 - 7, 2007",1600000,The Hills CC,6908.0,72.0,,2007-05-04,2007-05-07
366,Chattanooga Classic,"October 18 - 21, 2007",475000," Chattanooga, TN",7040.0,72.0,Black Creek Golf Club,2007-10-18,2007-10-21
367,BMW Charity Pro-Am,"May 17 - 20, 2007",650000,,7006.0,71.0,,2007-05-17,2007-05-20
368,Regions Charity Classic,"May 18 - 20, 2007",1600000," Mobile, AL",7484.0,72.0,Robert Trent Jones at Ross Bridge,2007-05-18,2007-05-20
369,Melwood Prince Georges County Open,"May 24 - 27, 2007",600000,The Country Club at Woodmore,7089.0,72.0,,2007-05-24,2007-05-27
370,Senior PGA Championship,"May 24 - 27, 2007",2000000," Kiawah Island, SC",7356.0,72.0,Kiawah Island Golf Resort (Ocean Course),2007-05-24,2007-05-27
371,LaSalle Bank Open,"May 31 - June 3, 2007",750000," Glenview, IL",7241.0,71.0,The Glen Club,2007-05-31,2007-06-03
372,The Boeing Championship at Sandestin,"June 1 - 3, 2007",1650000,Raven Golf Club at Sandestin,6894.0,71.0,,2007-06-01,2007-06-03
373,The Rex Hospital Open,"June 7 - 10, 2007",450000," Raleigh, NC",7257.0,71.0,TPC at Wakefield Plantation,2007-06-07,2007-06-10
374,The Principal Charity Classic,"June 8 - 10, 2007",1600000,Glen Oaks CC,6879.0,71.0,,2007-06-08,2007-06-10
375,Knoxville Open,"June 21 - 24, 2007",475000," Knoxville, TN",7110.0,72.0,Fox Den Country Club,2007-06-21,2007-06-24
376,Bank of America Championship,"June 22 - 24, 2007",1650000," Concord, MA",6738.0,72.0,Nashawtuc CC,2007-06-22,2007-06-24
377,Peek'n Peak Classic,"Jun 28 - July 1, 2007",560000," Findley Lake, NY",7025.0,72.0,Peek 'n Peak Resort,2007-06-28,2007-07-01
378,Commerce Bank Championship,"Jun 29 - July 1, 2007",1500000,Red Course at Eisenhower Park,6989.0,71.0,,2007-06-29,2007-07-01
379,Legend Financial Group Classic,"July 5 - 8, 2007",525000,StoneWater GC,7045.0,71.0,,2007-07-05,2007-07-08
380,U.S. Senior Open,"July 5 - 8, 2007",2600000," Kohler, WI",7068.0,72.0,Whistling Straits (Straits Course),2007-07-05,2007-07-08
